13	11715	6141	3	17	45	67	14847	17043	4881	20658	16675	15125	22406	13845	19684	14796	13137	17763	12467	24230	19091	18358	7578	9649	4769	2914	1968	5887	18191	18580	17377	20089	15332	19367
14	10101	19617	2	16	30	68	10172	2527	15378	9957	11700	15740	9016	9495	10029	11530	5778	2725	5065	4956	6348	9673	11649	13495	14753	16404	16743	13300	13867	9840	5615	9605	6940	13221
15	7727	18091	2	18	30	75	4237	2094	11173	12678	7170	11638	5381	4726	6781	8438	3879	1548	6236	2531	3124	4675	10488	10714	13805	16037	17356	11830	14064	13139	10777	12560	11808	15309
16	6284	17225	2	12	40	79	2735	4376	13320	15554	3585	7105	2806	3563	4262	5568	3714	4420	8995	3405	2630	1486	9497	8531	13453	21760	14901	10998	21253	14240	11736	16118	13909	19461
17	5052	17474	1	9	40	88	3324	5951	13824	18717	2986	8523	1809	4431	3758	6283	6513	5334	10239	3664	1992	1563	12314	11894	13366	16921	17221	11029	19649	17800	12288	20077	12604	21023
18	7203	10892	3	10	50	94	6118	11635	4936	16404	7343	6713	12365	4954	9062	5414	8861	13613	9127	13905	13052	8284	5581	1228	4944	9670	9338	2828	21446	18974	12535	18826	17303	22056
19	5789	15737	1	5	35	98	659	5472	10743	18799	2723	5789	4173	2216	2706	3097	4147	6939	7834	4990	4692	1218	9409	7585	10378	14779	15219	9814	20204	19514	12244	17181	13891	16342
20	3306	17035	1	9	30	99	3762	8414	17045	19463	2767	7800	2504	5283	1921	5019	7393	8372	11733	5735	3831	3390	11765	10967	15597	21543	19692	11923	21724	17146	17326	22755	16498	20434
21	5211	14253	1	10	50	109	1672	8568	9114	19884	2072	4580	6520	2168	3739	827	6036	7956	8820	8190	6956	3185	9397	7067	8675	14450	11567	7450	21610	21434	12757	17112	18083	20507
22	13576	15651	4	23	45	111	12567	10863	9226	6071	14494	18645	13494	8405	16365	11329	6456	9285	2776	11715	14428	12255	8154	11633	10044	14347	12186	11510	7850	5377	3444	6184	4378	9020
23	5875	17662	2	5	45	113	3809	3815	15137	17553	4906	7973	2335	5330	4896	5843	5482	4203	8398	3220	2092	2171	9911	11415	14430	22308	18709	14090	21163	16757	12985	16432	12328	17559
24	19160	17409	4	23	40	118	22924	15703	18782	3642	18947	27742	22035	20649	25115	23256	17552	13350	12298	16762	18342	17036	16744	21898	16040	17994	16815	17401	1860	2065	7608	3698	6133	1436
25	10220	7874	3	21	35	120	14463	16124	2434	19479	14743	11780	17896	11515	15408	9702	13227	13842	10729	16585	17060	13991	6247	4481	2382	4652	1848	3313	17228	15424	16777	16718	18761	17829
26	11335	10121	3	6	50	122	10474	13209	1369	15886	13119	12154	17932	8419	14180	8979	10197	13402	8913	14638	13461	13731	2140	4383	1859	5877	3895	3567	16599	15651	12545	15947	12210	13866
27	11816	8341	3	17	30	128	15111	15866	2693	14069	15317	11838	19612	12961	14956	12330	11905	13439	11996	20859	15378	16577	4247	7578	3167	3775	1048	4251	16484	18306	15493	18663	13270	15726
28	4560	18027	1	9	45	131	4960	4866	16887	19336	3430	7271	552	5095	3672	6155	7794	5101	9868	3790	1780	2329	11113	9637	17441	22773	17796	13858	20896	21140	13467	19229	15152	19851
29	2780	17246	1	20	35	133	5122	9929	17081	20017	3508	6597	2503	7992	2417	6565	9164	8043	14998	6148	4381	3448	15512	13703	13672	24993	19785	16329	25958	20133	16736	22898	16251	25655
30	7497	6270	3	21	50	137	11014	19857	7240	18924	13679	11045	20584	10718	16606	12053	12722	15586	17758	19215	19708	12873	7638	7665	5343	9879	6321	4087	23030	23831	22044	20497	19697	27217
31	8951	17066	2	23	30	146	4428	3095	11770	10742	7923	11857	7361	4229	6766	6889	1551	3373	3649	5226	6462	4942	7583	10030	12400	15961	12512	11638	13042	11490	8611	12437	9483	14760
32	4078	18381	1	5	45	148	4466	6693	14756	20734	3595	9061	466	7666	3739	7623	8476	5362	11738	4007	2497	3201	16049	10870	16827	23365	20607	14802	25548	21930	12952	19691	15253	24073
33	5463	16492	2	17	35	155	1641	5968	12854	16783	2911	7919	2800	2980	3108	4493	4487	6225	9821	4508	3678	228	10517	8978	12862	20270	14739	10546	22673	16118	11286	14900	13411	17374
34	15855	16802	4	17	30	160	15756	10854	11213	2674	15949	20885	19646	12934	17011	16194	11236	10342	6983	15376	15101	13336	9360	13020	15893	12696	13675	16261	5202	2523	2724	2721	2063	5653
35	13613	19128	4	18	45	160	12268	8426	13176	5202	14020	15499	12481	12466	13520	16730	7527	7425	5926	10095	13694	12354	12622	15586	13518	16123	17777	18730	8795	6255	1635	4522	3302	6890
36	8306	12588	3	20	40	167	4487	9529	4860	15333	8220	7594	8390	3651	8588	5802	4525	8567	7362	9893	10227	7464	4070	2299	5857	13293	9487	5631	15956	14178	12523	13860	15244	20189
37	14421	15514	4	20	45	175	14394	10267	12055	4460	15092	16429	15616	9329	14877	15081	7093	9190	3529	14250	12401	14558	8916	12675	10772	13872	11108	10581	7917	4944	3661	5311	4367	7501
38	7920	16005	2	15	25	183	3419	4181	10297	12750	6711	9128	6671	2415	7147	6072	1084	4914	5414	4924	6236	3844	8817	6317	11927	17814	12301	8867	16462	15034	8791	15725	10157	17050
39	13478	18122	4	13	30	183	10268	7348	11340	5245	16703	17741	10923	11383	15982	13377	7809	6630	4124	9192	11956	13567	10309	15339	13013	17492	13445	15874	8904	6701	1069	5319	2669	7609
40	3113	18358	1	9	45	189	6149	6811	18988	17620	4115	7249	1830	7217	3934	6882	10194	8302	10841	5020	3469	4285	13499	15040	16203	21084	22816	16564	26750	20818	15008	22110	15240	19594
41	4853	17103	1	8	35	196	2825	5826	16102	18077	3005	7211	1816	5216	2715	4591	5963	4844	11217	4243	2927	985	10436	10598	11677	23113	19467	14361	23417	21261	12999	19697	14858	19989
42	17491	17598	4	7	40	204	15115	11237	14603	1628	18771	23697	19336	14905	18322	18635	12689	12764	10201	15178	16609	20651	12062	15492	14504	18001	16787	20286	2952	70	4597	1355	2611	2557
43	7210	16079	2	23	40	209	2223	4787	10207	15598	5083	9155	4716	1940	5205	4110	1930	4533	7161	5407	5284	2393	7485	7997	12543	18135	12292	10502	18734	17373	10492	14654	11897	17101
44	17438	15758	4	22	50	217	16219	16533	13214	4015	19986	20616	19227	16799	21268	18498	10494	14662	9565	15697	17609	20096	11394	15209	12509	14835	13059	15944	5539	2249	5956	3953	4551	4069
45	9247	18083	2	9	30	223	7207	2077	13104	9753	8217	13861	6624	5590	7566	8266	3765	1520	5100	3935	5001	6426	8556	11174	12810	16239	13450	13655	12665	10656	5932	9913	8181	13810
46	10255	8162	3	19	50	230	11967	14572	1965	15345	12275	12747	15440	11770	14575	9645	12299	17692	11182	15336	18236	14722	5839	5531	1520	5951	2486	2456	17262	14789	14085	16140	13973	20122
47	9030	15841	2	13	25	235	4850	5185	10988	11442	6665	11785	7200	3628	9045	6526	518	4046	3457	7096	5808	4970	5556	6762	9264	15997	12869	10904	16835	13156	8754	14056	9152	13724
48	19716	19713	4	11	30	241	21280	14232	18577	4741	27028	29705	20086	17208	22966	25233	19580	17308	12691	17524	18731	23112	18887	18792	21844	18546	19304	21965	1411	4998	8944	4647	7328	2072
49	18906	19699	4	14	35	244	21090	13304	17511	4349	19094	24306	17736	20355	22794	23680	15495	14806	12910	19575	19933	19375	14201	20804	19193	19637	21276	22013	1309	3890	6203	3143	5760	1876
50	7452	10552	3	22	50	252	7514	12846	5157	15749	9021	7021	12206	5638	8906	5478	7806	13724	9677	11255	13170	9638	5626	918	3718	10297	8209	2629	20829	19937	14699	20199	15343	17691
51	7883	7510	3	6	35	253	11021	17785	5208	20521	14889	11718	16840	10160	14005	10418	11062	18659	13084	17795	14053	11891	8171	4713	4724	8167	4746	2487	19408	18627	17027	20865	21125	19080
52	8690	9143	3	20	45	260	11078	14408	2419	16511	12458	10726	13075	8108	11378	7624	10305	11820	12013	15465	16763	13420	5067	2988	2001	7284	5479	176	22401	15053	14329	16437	13751	17201
53	13364	6785	3	22	40	268	18023	17791	5850	17756	15731	17126	23339	15198	21893	17563	15816	19624	11734	18193	21832	18516	7244	10447	6170	437	2608	6431	21481	18387	16614	16245	15522	16135
54	13516	19985	4	23	35	275	14485	8088	14260	4529	16892	19596	13466	13618	15451	14658	8668	7155	6730	10962	12171	12520	10923	14762	14547	20708	17476	15360	8656	7821	2881	5885	4468	6931
55	3501	17153	1	22	30	280	4257	7964	15264	21179	2925	7195	2357	6930	2049	6003	7143	6608	13001	4786	4372	2428	11491	10710	13832	17869	19253	15742	26708	21673	16486	18821	16588	23432
56	17638	19824	4	10	25	289	19774	13473	16439	2465	18847	26083	22170	16173	19125	17476	14063	13412	9536	13365	16229	19057	17346	16549	15539	20139	22435	21944	2948	3609	5723	2113	4371	2686
57	15451	19352	4	20	40	291	13887	10103	15464	2528	19803	24142	16233	16566	17688	18761	12683	11393	7854	12737	12662	14517	15136	17196	16307	16059	19931	14904	5224	3558	2296	2565	1970	4240
58	9515	19582	2	7	35	292	8040	2151	14952	10788	11055	15307	7029	6999	9915	9196	4728	1841	6411	4364	4997	7365	11873	13395	13228	21748	18737	15722	12149	10827	8033	11982	8787	15034
59	19803	16421	4	17	35	296	17092	19861	14223	4747	24587	26733	24357	19125	24675	20502	17947	17638	11723	21314	18134	20543	14059	17236	15876	14908	19521	22513	3525	4044	7125	5611	7334	2856
60	5519	16429	1	18	30	302	1526	5702	13419	18337	2775	6502	2935	2989	3330	4485	4634	5537	9222	4918	4012	302	9686	8782	12512	17287	15535	10533	17957	14916	11967	18817	15249	21207
61	17606	19327	4	9	35	309	20865	14070	15461	2447	17263	25831	18273	14797	22598	21461	16206	12872	10016	15662	16163	17158	16109	16963	15262	20253	16756	17857	2374	2094	5812	1540	3155	1973
62	2706	18192	1	5	50	310	5178	7765	15387	20037	4632	7305	2812	7660	3276	6182	10563	7579	13418	6011	3756	4967	17666	11184	14448	25613	21975	14710	25040	19025	19340	19394	15830	26590
63	11828	12647	3	9	25	319	10876	12150	4567	11426	12751	13357	11343	9038	14551	9184	6516	11807	5022	14694	11712	12376	1776	5786	5250	9516	8303	7713	15802	9654	9654	11946	8238	12322
64	11926	7908	3	10	35	324	13119	18072	3129	15819	15705	13594	20338	14016	17030	11495	11448	19064	12620	17590	17793	14858	6579	7321	2966	3218	520	4420	19558	18663	13111	18763	14237	21436
65	8414	19650	2	18	40	327	8119	609	14749	12542	9983	11568	5211	7020	8885	8851	5974	834	6492	2857	3769	6133	12611	14039	14819	19524	16151	14459	17697	13161	7392	14559	10309	16372
66	6631	18441	1	18	45	330	4907	2785	14759	15372	5745	8650	3606	6022	5685	6883	5356	2304	9221	1750	1859	3495	11244	10924	11785	18266	16268	14944	20963	16509	12603	12872	13476	19044
67	9363	8985	3	24	50	332	10836	15146	1530	16265	14089	9315	15803	8479	12726	9711	11246	13430	12301	13556	14840	13800	4991	2903	1542	8015	4040	959	17314	18824	14082	17647	15103	16558
68	4913	19090	2	7	45	338	6419	5546	15927	17141	4955	10511	1314	7285	5024	7114	6689	5138	11774	2381	935	3740	14216	10975	15506	19464	21983	17370	23843	19511	11456	18246	14549	23124
69	13064	8488	3	6	40	340	14070	17304	3485	17316	15603	18145	21887	14306	14882	12895	12426	19364	12338	19538	17940	15667	5340	7858	4523	3204	2264	5449	15824	14065	13460	18181	14118	18678
70	10444	17958	2	5	50	342	7266	4164	12073	9689	9793	14612	8370	7835	8737	9176	3538	3180	3608	6329	8211	7002	8173	11753	12386	15339	13631	14629	12123	10273	5513	9097	7049	14158
71	14795	15207	4	8	45	348	13442	12676	8798	4806	16151	18928	14946	10936	18875	15820	10130	11762	5046	11330	13751	16089	8287	10472	9676	13606	13160	14219	6826	5511	3902	5397	4977	8341
72	13349	19683	4	5	35	356	14889	6797	14568	5920	15109	17437	11214	13542	14365	14196	7807	6909	5736	8418	10685	11900	13347	17217	14804	21870	16891	15054	7864	7520	2886	6271	3651	6897
73	8149	17217	2	7	45	360	4311	2822	10684	11123	7550	11755	4840	3970	5731	6098	2014	2460	5704	3856	3780	4165	8146	10814	13643	17543	14279	10648	13636	13639	9940	15013	11250	16709
74	7817	18119	2	23	40	365	5587	1870	12025	10664	5623	12086	4451	4508	6734	7805	3586	1369	6867	2712	3800	4462	8809	10105	12142	20238	15854	14460	15546	12695	8251	12371	12520	13371
75	3196	13180	1	16	40	372	4912	10125	10197	19251	4035	1124	8739	5648	3926	2294	7579	10860	14867	9543	8109	5602	11315	7246	13256	16027	16880	9002	24448	18118	15227	18355	22140	21577
76	7744	9975	3	17	35	373	7165	15386	3968	14974	8972	8914	12177	7741	11108	6621	10189	13327	11416	14603	14917	11510	4794	1465	4125	10435	7549	1748	17343	18772	17457	16048	13914	19862
77	7774	10631	3	8	25	380	7868	11569	3665	17631	8734	7858	12760	6619	8323	5055	6535	12761	10943	13773	13202	8294	4064	401	4480	11435	6189	2518	22151	15313	12376	15502	17531	18372
78	2509	17533	1	6	40	386	5854	8389	17605	20291	4016	8639	2886	6617	3040	6065	8420	8986	14639	6336	4127	4872	15650	12911	14240	20493	17378	14824	23804	20599	19124	21411	20718	25708
79	11580	11115	3	6	50	392	10806	11979	3424	10707	10681	12511	15876	8090	14035	10940	8307	13313	7984	14820	16253	11962	1475	4935	2855	6918	4487	5037	14249	11058	10124	13532	13194	16722
80	4180	13117	1	24	30	397	3363	10315	9516	19912	3834	2049	8163	5090	4646	1441	7360	11861	13014	9734	8674	4470	10035	5899	10478	14513	12592	9303	26215	21294	17067	20596	20493	19916
81	15868	16980	4	9	30	401	17374	13176	13329	2303	15150	19989	19069	11404	15114	14728	12068	9997	5519	13944	14401	13794	11012	16181	13850	14111	12628	17678	6271	2295	3415	2712	2043	4989
82	8226	12506	3	16	25	406	5978	10686	5687	13990	6778	7739	11746	3069	8506	5068	4719	9483	6954	10999	10348	6210	3595	2377	5650	11706	8804	5501	20006	16744	9919	14706	15429	20038
83	8437	10088	3	15	30	414	8636	13290	3577	15925	9243	10074	12045	6105	11745	6709	8714	14330	10198	13912	15539	11896	3557	1177	2784	7770	6036	1196	19544	19433	13848	17202	13324	21807
84	19006	15395	4	23	50	423	20873	17906	12987	5527	19622	27327	25041	18957	25372	17081	16416	16252	12445	20378	18328	21825	13218	14348	15372	16662	14797	20087	5104	3569	9118	5716	7479	4907
85	4169	17630	1	19	50	425	4402	5994	17627	19124	3368	8811	976	5848	2651	6085	7629	6341	11594	4385	2949	2664	13701	12127	14020	19377	15169	13303	18921	18774	13796	18244	13640	23498
86	8020	14049	1	4	45	427	4209	6473	7824	15731	5833	7821	8029	1935	7337	5250	2375	7299	6828	6967	7410	5351	5596	5048	7512	14806	11418	6711	16965	15328	11304	13239	11954	18664
87	5159	14423	1	14	50	435	1339	8918	9943	17372	2032	4464	5189	2059	3511	894	6375	8840	9740	8659	7218	2488	9318	6764	10534	18459	12183	9931	22223	16317	14237	20929	16803	21193
88	13374	15739	4	12	35	445	12834	9099	11248	5877	14416	15688	12091	8431	15554	11767	6676	7778	2232	13120	14194	12227	7019	8930	11746	13142	10918	10736	8691	6878	3282	5442	5255	8720
89	9511	17535	2	5	35	455	6658	3084	13973	9665	9064	11399	8750	5425	7732	7183	2519	2465	3166	5255	5826	6618	7823	11549	11504	15228	16206	12242	15190	10531	7826	11753	8306	14626
90	3780	12645	1	16	30	459	4589	9635	11821	20582	3434	1073	7125	6049	5314	2100	7149	11674	10331	11268	9598	5246	9552	5721	10717	15897	15751	7792	26478	22758	19873	18886	20339	21523
91	8762	11854	1	14	50	463	6341	9844	4813	13902	9152	7868	11600	4750	9090	6128	5391	12098	8747	10503	12338	8284	3376	1962	3551	8571	7451	3544	15090	16822	10320	16921	14835	18313
92	5114	18576	2	14	45	464	4791	4681	17796	17002	4413	8291	1064	7124	3915	7302	6677	4084	11303	2445	731	3323	13575	13812	13711	18619	18352	14961	22424	19537	14231	19475	16746	16980
93	16051	16562	4	17	40	470	16539	11780	12483	2716	17692	20305	16890	13125	19518	17167	11405	13595	6036	16274	17725	15692	10772	14774	12611	16246	14998	15711	4965	2718	4008	3146	2410	5641
94	6365	15017	1	16	45	471	831	7701	9713	15907	3805	6297	6457	969	3779	3126	3231	6840	7446	6528	5874	2515	7671	6382	9066	13275	12998	8953	17042	14414	13114	13586	14159	15649
95	14487	17006	4	15	40	472	14748	10382	13685	3954	13171	16187	16065	9706	16182	13078	9811	9020	4793	10989	12880	12445	9134	14714	12609	14738	14162	14824	6875	4633	1821	3990	2028	7288
96	17125	16846	4	23	45	480	16833	11659	14288	1992	21259	23736	16760	13095	20617	16289	13557	12384	6650	17538	19805	19788	10796	14706	13413	14923	16780	19258	4553	1429	3902	2784	3318	3795
97	6239	17620	2	6	35	489	3358	3294	15542	15861	5225	10400	2877	4849	5028	6636	4620	3520	8526	3126	2424	1815	11238	9620	13285	20094	15035	12182	18636	15617	10424	13922	11279	15203
98	16112	17401	4	4	45	494	16208	13571	14414	1427	18162	23561	19353	15978	21054	16307	10068	10118	6039	14563	17601	17281	9687	17531	16664	15261	16233	18175	5071	1867	3081	2233	1532	4032
99	7597	15767	1	14	30	500	2994	5219	11380	14723	5366	8640	5632	1855	5978	5076	1594	5277	5679	6358	4684	3327	7933	7099	10257	15509	11626	11191	20162	13668	9539	13076	12714	16885
100	7200	10270	3	12	35	509	7143	11020	4177	16314	8540	6432	11953	7161	9854	6185	8148	13672	12453	12292	11357	9052	5067	1667	4029	11355	8391	2737	20906	17226	15949	18191	17032	22902
101	14894	15365	4	8	45	516	13641	12569	11400	4115	15640	18477	16596	13289	14522	14589	8507	9005	4493	14929	15536	12853	8913	12057	11580	12592	12898	11036	8115	5580	3679	5642	3657	6055
102	4687	16503	1	14	40	517	2596	7458	13786	16984	1915	6527	3178	3963	2011	3436	6422	6160	8383	4906	3798	920	13014	11032	14941	18267	15932	12231	17907	16127	15369	19551	16720	23364
103	13492	16123	4	15	50	525	11769	8966	9426	5394	14070	18030	13064	10714	12806	11031	6952	7286	2476	11646	13559	12567	6996	11190	10387	13375	11473	11753	10003	5977	3196	5303	4188	8250
104	5670	19041	2	18	50	534	5620	3479	15070	13369	5017	9092	2380	6051	6006	6906	6752	3816	10173	1254	221	3417	11492	14497	15257	19155	19955	13890	21844	14895	10274	17368	12186	19736
105	13699	16357	4	13	30	535	10235	8654	12683	4344	12423	19013	12224	9012	16738	13350	6221	8981	2488	12437	14023	13047	8442	10926	12402	14338	15130	11489	9522	6453	2507	5528	4149	8219
106	3202	13201	1	10	50	539	4832	12282	13193	22204	3669	1025	6620	6474	4180	2745	9762	10207	11531	11856	9666	5213	12327	6824	10631	16699	16911	8176	26165	23766	17432	23662	15929	20256
107	7461	17557	1	9	35	541	3822	2547	14345	12586	5230	11452	5273	4414	5303	6259	3255	2544	6376	2864	3939	3672	8145	8678	10955	17518	17241	13553	15237	13283	9238	12216	11275	14367
108	5436	19709	2	13	40	545	5522	4722	17749	18204	6159	12640	2215	8611	7185	8813	6792	4545	10968	1689	912	5383	14778	15324	14046	21284	22042	13776	18642	15629	10921	19627	13747	19504
109	2754	12936	1	16	50	547	4930	10621	14174	22814	3671	846	9332	6244	3765	3427	10159	10590	12454	11680	8478	5853	10824	8902	13618	19254	15645	9203	27682	24874	15143	24996	19864	20951
110	18543	17928	4	17	50	550	17325	14877	16760	2419	20083	21789	20700	20640	20856	23474	14432	15478	9316	15998	21870	21628	16233	19368	20066	17809	17222	16825	1530	1558	5742	2803	5168	1031
111	7888	11261	3	19	25	555	6635	9956	4038	14531	8755	7234	10269	5056	8668	6273	7369	9608	8325	11185	10459	9336	5003	779	4906	9912	7839	3664	21445	16471	13692	14541	15094	21905
112	7785	13301	1	8	45	564	3537	9012	7382	14795	6464	7637	9108	2237	7356	3545	3927	8350	6476	10546	8518	5576	5794	3714	7356	14069	10131	6147	20287	16352	13308	15141	15361	18639
113	7226	7131	3	12	45	572	13024	18805	6508	20328	14227	8928	18365	10732	13941	8881	13189	18960	16157	15602	18809	12327	7037	5362	6294	10631	6242	3768	24916	21920	19609	23744	17739	22688
114	9579	16143	2	14	40	579	5211	5059	9687	9190	8421	12105	8578	4455	7717	8615	1131	3782	2943	6803	7172	6170	6726	9093	11101	14233	12848	11786	12206	11038	8342	12608	7992	16047
115	10160	12577	3	7	45	583	6200	10162	5003	11612	10113	9438	13344	5288	10086	8550	5578	10029	5633	11024	12977	7485	1626	3527	4935	8906	6230	5631	14432	11547	10923	11456	10988	17121
116	12307	11355	3	5	50	584	9432	11759	3836	11504	14156	14569	17519	10468	12287	10159	9734	11265	8132	13982	15385	14368	1940	6030	3790	7411	6314	5758	13635	10270	9557	13201	12781	14847
117	8321	17619	2	5	45	593	5634	2306	11566	13028	7763	9758	4880	5052	7114	6952	2510	2131	4700	3769	4213	5155	8199	9985	14446	20269	15824	13431	15149	12788	8874	13799	10210	14466
118	10399	16182	2	8	40	598	7111	4592	8404	10174	10175	13494	8876	4819	8733	9084	2289	5658	1790	7359	7733	8322	5541	8930	11027	12582	13953	8704	13601	9762	5175	8920	9027	11420
119	3332	14915	1	11	35	605	3867	8796	13289	17653	1203	4122	5910	5586	1506	3293	9086	9987	11728	9591	7636	3197	13550	10300	10667	21230	15130	11519	24300	21459	18642	21579	21252	22806
120	6990	17402	2	20	45	607	3808	3520	10633	12619	4978	10331	3357	4096	6183	6087	3621	2889	6726	2694	3601	2428	8774	11108	12369	15384	17161	10777	17678	16047	12019	16593	13576	17294
121	7168	17171	2	12	40	610	3784	3331	12120	13479	5739	9400	4636	3281	4643	5571	2663	2734	5519	3739	3580	2869	9349	8042	11882	19061	16177	9866	19795	16264	10381	14674	14194	16749
122	5087	16646	2	7	50	614	2615	5457	11591	14141	2396	7228	2842	3671	2317	4785	4521	5772	9566	4944	3814	349	10252	10225	12954	20900	13618	10173	24134	20435	12269	15040	17423	18392
123	9767	17032	2	12	50	623	5652	4232	12443	9482	8032	12958	7406	4741	7922	8149	2094	3558	2675	6195	6062	7548	9251	10224	12101	13886	14512	12617	15765	13207	5440	11414	7517	12273
124	13147	6763	3	22	45	633	17746	17801	5126	14605	21383	15805	19279	13925	17030	15236	12342	22030	15761	17468	18523	20576	7137	10933	4682	633	2583	8120	20924	18038	14960	16530	16966	18156
125	9283	11250	3	17	40	633	7467	11935	2918	13526	9763	8636	12383	5735	11919	7213	6075	11749	6812	10804	13742	10567	2414	1709	2893	7800	5197	2597	16906	14797	13437	13547	14145	18627
126	18333	18282	4	5	45	638	20183	15206	19340	2162	20646	24119	18497	18352	24228	19565	15800	13106	11076	19038	16050	18953	15126	19027	20217	19937	19456	21991	1386	1421	6115	1995	4085	823
127	7177	18535	1	10	50	642	5019	1992	13310	11797	6883	11919	4223	6613	6014	6980	4190	1622	8274	1407	2385	4690	11528	11851	15042	22091	19115	12002	16883	13844	9147	14502	13109	17865
128	12294	6044	3	6	45	652	16140	18054	5988	18410	17235	19055	21741	12313	21376	17624	15265	17782	14448	23840	24031	19316	8609	9048	5911	1662	2194	8030	23419	15772	15980	17533	17250	18588
129	5177	16620	2	5	50	660	2553	6438	11459	18079	2402	7092	2573	3839	2601	4206	5971	6693	10150	4815	3772	259	11643	9271	10750	17647	14600	9966	17010	17324	11321	16251	16692	18271
130	12034	11554	3	17	40	670	9082	13626	3931	13040	12853	13113	13699	8405	15107	11898	8570	10065	5759	14006	12888	10661	1633	6259	4769	7529	4916	6220	15403	9905	11139	13343	11386	12146
131	13457	18316	4	19	25	674	13341	7838	15494	5231	16046	15398	12903	11329	13255	13919	7990	6380	3399	9228	9547	10256	11666	14580	14261	15563	16719	13378	8427	6272	1227	4681	3078	7777
132	7026	11978	1	22	45	675	4639	12069	6681	17547	7657	5212	9570	3301	6656	4278	6841	10940	8356	11112	10054	5890	6048	2151	5276	12338	9875	5107	20319	17253	14449	16835	13352	18021
